1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5	0.99997	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
